id,sex1,sex2,job1,job2,job3,job4
3430,1,0,0,0,1,0
3434,0,1,0,0,0,1
3436,1,0,0,1,0,0
3437,0,1,0,0,0,1
3438,0,1,0,0,0,1
3442,0,1,0,1,0,0
3449,0,1,0,0,1,0
3451,0,1,0,0,1,0
3452,1,0,0,0,1,0
3455,1,0,0,0,0,1
3457,0,1,0,0,1,0
3459,1,0,0,0,0,1
3461,0,1,0,0,1,0
3463,0,1,0,1,0,0
3466,1,0,0,0,1,0
3468,1,0,0,0,0,1
3470,0,1,0,0,1,0
3472,1,0,0,0,0,1
3473,0,1,0,0,1,0
3475,0,1,0,1,0,0
3476,0,1,0,0,1,0
3479,0,1,0,0,0,1
3480,1,0,0,0,1,0
3483,0,1,0,1,0,0
3486,0,1,0,1,0,0
3490,0,1,0,0,1,0
3491,0,1,0,0,0,1
3494,0,1,0,0,0,1
3497,0,1,0,0,1,0
3498,1,0,0,0,1,0
3499,0,1,0,0,1,0
3502,1,0,0,0,0,1
3506,0,1,0,1,0,0
3510,0,1,0,0,1,0
3511,0,1,0,0,0,1
3513,0,1,0,0,0,1
3520,1,0,0,0,0,1
3524,0,1,0,0,0,1
3525,1,0,0,0,1,0
3528,1,0,0,0,1,0
3529,1,0,0,0,1,0
3530,1,0,0,0,1,0
3531,0,1,0,0,1,0
3539,0,1,0,0,1,0
3540,0,1,0,0,1,0
3541,1,0,0,0,1,0
3542,0,1,0,0,0,1
3545,1,0,0,1,0,0
3546,0,1,0,0,0,1
3550,0,1,0,0,1,0
3555,1,0,0,0,0,1
3559,1,0,0,0,0,1
3567,0,1,0,0,0,1
3570,0,1,0,1,0,0
3573,1,0,0,0,1,0
3577,1,0,0,0,0,1
3578,1,0,0,1,0,0
3579,1,0,0,0,1,0
3580,0,1,0,0,1,0
3582,0,1,0,0,0,1
3588,1,0,0,0,0,1
3589,0,1,0,0,1,0
3590,1,0,0,0,1,0
3592,1,0,0,0,1,0
3593,0,1,0,0,0,1
3595,0,1,0,0,0,1
3596,0,1,0,1,0,0
3602,1,0,0,0,1,0
3603,0,1,0,0,1,0
3604,0,1,0,0,1,0
3605,0,1,0,0,0,1
3607,0,1,0,0,1,0
3611,1,0,0,0,0,1
3612,0,1,0,0,1,0
3614,0,1,0,0,1,0
3615,0,1,0,0,0,1
3618,0,1,0,0,0,1
3621,1,0,0,0,1,0
3624,1,0,0,0,1,0
3625,0,1,0,0,0,1
3628,0,1,0,0,1,0
3632,0,1,0,0,0,1
3634,0,1,0,0,1,0
3636,1,0,0,1,0,0
3637,1,0,0,0,0,1
3638,0,1,0,0,0,1
3639,0,1,0,0,0,1
3641,1,0,0,0,0,1
3642,0,1,0,0,1,0
3648,1,0,0,0,0,1
3649,1,0,0,1,0,0
3653,0,1,0,0,0,1
3654,0,1,0,0,1,0
3660,0,1,0,0,1,0
3661,0,1,0,0,0,1
3662,1,0,0,0,0,1
3663,0,1,0,0,1,0
3664,0,1,0,0,1,0
3665,1,0,0,0,1,0
3666,0,1,0,0,1,0
3667,0,1,0,0,1,0
3668,1,0,0,1,0,0
3674,0,1,0,1,0,0
3676,0,1,0,1,0,0
3677,0,1,0,1,0,0
3679,1,0,0,1,0,0
3680,1,0,0,0,0,1
3685,1,0,0,1,0,0
3686,1,0,0,0,1,0
3688,0,1,0,0,1,0
3690,1,0,0,0,1,0
3691,1,0,0,0,1,0
3696,0,1,0,0,1,0
3697,1,0,0,0,1,0
3699,1,0,0,0,0,1
3700,0,1,0,1,0,0
3702,0,1,0,0,0,1
3706,1,0,0,1,0,0
3707,0,1,0,0,0,1
3709,0,1,0,0,0,1
3714,1,0,0,0,1,0
3715,0,1,0,0,0,1
3716,1,0,0,0,0,1
3717,0,1,0,0,0,1
3718,0,1,0,0,0,1
3719,0,1,0,0,1,0
3723,0,1,0,0,1,0
3724,0,1,0,0,0,1
3726,0,1,0,0,0,1
3727,0,1,0,0,0,1
3728,0,1,0,0,0,1
3729,0,1,0,0,1,0
3730,1,0,0,0,0,1
3731,0,1,0,1,0,0
3734,1,0,0,1,0,0
3735,1,0,0,0,1,0
3742,0,1,0,0,1,0
3743,1,0,0,0,0,1
3744,1,0,0,0,1,0
3748,0,1,0,0,1,0
3749,0,1,0,0,1,0
3750,0,1,0,0,0,1
3751,0,1,0,0,1,0
3753,0,1,0,0,1,0
3758,1,0,0,0,1,0
3759,1,0,0,0,1,0
3761,1,0,0,0,0,1
3764,1,0,0,1,0,0
3767,0,1,0,0,0,1
3769,0,1,0,0,0,1
3772,0,1,0,0,1,0
3775,1,0,0,0,0,1
3776,1,0,0,0,0,1
3780,0,1,0,0,1,0
3784,1,0,0,0,0,1
3785,1,0,0,0,1,0
3787,1,0,0,0,0,1
3790,1,0,0,0,1,0
3795,0,1,0,0,1,0
3796,1,0,0,0,1,0
3798,0,1,0,1,0,0
3799,1,0,0,0,1,0
3800,0,1,0,0,1,0
3801,0,1,0,0,0,1
3804,1,0,0,0,1,0
3807,1,0,0,0,1,0
3808,1,0,0,0,0,1
3809,0,1,0,0,0,1
3815,0,1,0,0,0,1
3817,1,0,0,0,1,0
3825,1,0,0,0,1,0
3828,1,0,0,0,0,1
3831,1,0,0,0,1,0
3832,1,0,0,0,1,0
3833,0,1,0,0,1,0
3840,1,0,0,0,1,0
3842,1,0,0,0,0,1
3845,0,1,0,1,0,0
3848,1,0,0,1,0,0
3850,1,0,0,1,0,0
3852,0,1,0,0,1,0
3854,1,0,0,1,0,0
3859,1,0,0,1,0,0
3860,0,1,0,0,1,0
3862,0,1,0,0,0,1
3865,0,1,0,0,0,1
3867,1,0,0,0,0,1
3868,1,0,0,0,1,0
3875,1,0,0,0,0,1
3877,0,1,0,0,1,0
3880,1,0,0,0,1,0
3882,1,0,0,1,0,0
3884,0,1,0,0,1,0
3888,1,0,0,0,0,1
3889,1,0,0,0,1,0
3892,0,1,0,0,1,0
3894,0,1,0,0,1,0
3896,1,0,0,1,0,0
3904,0,1,0,0,0,1
3907,0,1,0,0,0,1
3908,1,0,0,0,0,1
3909,0,1,0,0,1,0
3919,1,0,0,0,1,0
3921,0,1,0,0,1,0
3927,1,0,0,0,0,1
3931,0,1,0,0,0,1
3933,0,1,0,0,0,1
3934,0,1,0,0,0,1
3939,0,1,0,0,0,1
3940,0,1,0,0,1,0
3941,1,0,0,1,0,0
3945,0,1,0,0,0,1
3950,1,0,0,1,0,0
3951,0,1,0,0,1,0
3952,0,1,0,0,1,0
3953,0,1,0,0,1,0
3954,0,1,0,0,0,1
3957,0,1,0,0,0,1
3962,0,1,0,1,0,0
3965,1,0,0,0,1,0
3966,0,1,0,0,1,0
3968,0,1,0,1,0,0
3973,1,0,0,0,0,1
3974,0,1,0,0,0,1
3977,1,0,0,0,0,1
3979,0,1,0,1,0,0
3982,0,1,0,1,0,0
3988,1,0,0,0,0,1
3989,0,1,0,0,1,0
3990,0,1,0,0,1,0
3993,0,1,0,0,0,1
3998,0,1,0,0,0,1
3999,0,1,0,0,0,1
4001,0,1,0,0,1,0
4002,1,0,0,0,0,1
4003,0,1,0,0,1,0
4005,1,0,0,1,0,0
4006,0,1,0,0,1,0
4009,1,0,0,1,0,0
4010,0,1,0,0,0,1
4016,0,1,0,0,1,0
4020,0,1,0,0,1,0
4021,1,0,0,0,1,0
4023,0,1,0,1,0,0
4030,0,1,0,1,0,0
4038,0,1,0,0,1,0
4041,0,1,0,0,1,0
4042,0,1,0,1,0,0
4043,0,1,0,0,1,0
4044,0,1,0,0,1,0
4047,1,0,0,0,1,0
4048,0,1,0,0,0,1
4051,1,0,0,0,0,1
4052,0,1,0,0,1,0
4053,0,1,0,0,0,1
4054,1,0,0,0,0,1
4056,0,1,0,0,1,0
4058,0,1,0,0,1,0
4061,0,1,0,0,1,0
4062,0,1,0,0,1,0
4065,1,0,0,0,1,0
4066,0,1,0,0,1,0
4068,1,0,0,0,1,0
4069,0,1,0,0,1,0
4070,0,1,0,0,0,1
4074,0,1,0,0,1,0
4075,1,0,0,1,0,0
4076,0,1,0,0,0,1
4077,0,1,0,0,0,1
4078,0,1,0,0,1,0
4082,1,0,0,1,0,0
4085,0,1,0,0,0,1
4086,1,0,0,0,0,1
4087,1,0,0,0,0,1
4088,0,1,0,0,0,1
4089,1,0,0,0,1,0
4092,0,1,0,0,1,0
4100,1,0,0,1,0,0
4102,0,1,0,0,1,0
4103,0,1,0,0,1,0
4107,0,1,0,0,1,0
4109,0,1,0,0,0,1
4111,0,1,0,1,0,0
4125,0,1,0,0,1,0
4126,1,0,0,0,0,1
4130,0,1,0,1,0,0
4132,1,0,0,0,0,1
4137,0,1,0,0,1,0
4140,0,1,0,0,1,0
4141,0,1,0,0,1,0
4143,0,1,0,0,1,0
4144,0,1,0,0,0,1
4146,1,0,0,0,1,0
4147,0,1,0,0,0,1
4150,0,1,0,0,1,0
4151,0,1,0,0,0,1
4152,0,1,0,0,1,0
4153,1,0,0,0,1,0
4156,0,1,0,1,0,0
4162,0,1,0,0,0,1
4163,0,1,0,0,0,1
4166,0,1,0,0,0,1
4169,0,1,0,0,0,1
4170,0,1,0,1,0,0
4173,0,1,0,0,0,1
4174,0,1,0,0,1,0
4178,1,0,0,0,1,0
4179,0,1,0,0,1,0
4184,1,0,0,0,1,0
4185,0,1,0,0,0,1
4187,0,1,0,0,1,0
4189,0,1,0,0,0,1
4194,1,0,0,0,0,1
4195,0,1,0,0,1,0
4196,0,1,0,0,0,1
4197,0,1,0,0,0,1
4200,0,1,0,0,0,1
4203,0,1,0,0,0,1
4206,0,1,0,0,0,1
4208,0,1,0,0,0,1
4211,1,0,0,0,0,1
4212,0,1,0,0,1,0
4213,1,0,0,0,0,1
4214,0,1,0,0,1,0
4215,1,0,0,0,1,0
4216,0,1,0,0,0,1
4217,0,1,0,0,0,1
4218,1,0,0,0,1,0
4222,0,1,0,0,1,0
4225,0,1,0,0,1,0
4226,1,0,0,1,0,0
4228,1,0,0,0,0,1
4230,1,0,0,0,0,1
4231,1,0,0,0,0,1
4234,0,1,0,0,1,0
4235,0,1,0,0,0,1
4236,0,1,0,0,0,1
4237,0,1,0,0,1,0
4238,0,1,0,0,1,0
4239,0,1,0,0,0,1
4245,0,1,0,0,0,1
4251,1,0,0,0,1,0
4253,0,1,0,0,0,1
4256,0,1,0,0,1,0
4257,1,0,0,0,1,0
4263,0,1,0,0,1,0
4264,0,1,0,0,0,1
4265,0,1,0,0,0,1
4266,0,1,0,0,0,1
4267,1,0,0,0,0,1
4271,1,0,0,0,1,0
4273,1,0,0,0,0,1
4274,0,1,0,0,0,1
4280,0,1,0,0,0,1
4281,0,1,0,0,0,1
4282,0,1,0,0,0,1
4283,0,1,0,0,0,1
4285,0,1,0,0,1,0
4288,0,1,0,0,1,0
4299,0,1,0,0,0,1
4302,1,0,0,0,0,1
4305,0,1,0,0,0,1
4309,1,0,0,0,0,1
4310,0,1,0,0,1,0
4313,0,1,0,1,0,0
4316,0,1,0,0,0,1
4319,0,1,0,0,1,0
4323,0,1,0,0,1,0
4324,0,1,0,0,0,1
4328,0,1,0,0,0,1
4329,0,1,0,0,0,1
4330,0,1,0,0,0,1
4332,1,0,0,0,0,1
4335,0,1,0,0,0,1
4338,1,0,0,0,0,1
4347,0,1,0,0,1,0
4351,0,1,0,0,0,1
4352,0,1,0,1,0,0
4354,0,1,0,0,0,1
4355,0,1,0,0,0,1
4357,0,1,0,0,1,0
4358,1,0,0,1,0,0
4361,1,0,0,0,0,1
4363,0,1,0,0,0,1
4373,0,1,0,0,1,0
4375,0,1,0,0,1,0
4376,0,1,0,0,0,1
4377,1,0,0,1,0,0
4378,0,1,0,0,1,0
4380,0,1,0,1,0,0
4384,1,0,0,0,1,0
4387,1,0,0,0,0,1
4388,1,0,0,0,0,1
4391,0,1,0,0,0,1
4394,0,1,0,0,0,1
4399,0,1,0,0,1,0
4400,0,1,0,0,1,0
4401,0,1,0,0,0,1
4404,0,1,0,1,0,0
4406,1,0,0,0,0,1
4407,0,1,0,0,0,1
4410,0,1,0,0,1,0
4411,0,1,0,0,0,1
4413,0,1,0,0,1,0
4414,0,1,0,0,0,1
4416,0,1,0,1,0,0
4417,0,1,0,1,0,0
4418,0,1,0,1,0,0
4421,0,1,0,0,1,0
4422,0,1,0,0,0,1
4430,0,1,0,1,0,0
4431,0,1,0,1,0,0
4432,1,0,0,0,1,0
4433,0,1,0,0,1,0
4436,1,0,0,1,0,0
4439,0,1,0,0,0,1
4441,0,1,0,0,1,0
4443,0,1,0,0,1,0
4444,0,1,0,0,0,1
4447,0,1,0,0,0,1
4451,0,1,0,1,0,0
4452,0,1,0,0,1,0
4453,1,0,0,0,0,1
4454,0,1,0,0,1,0
4455,0,1,0,0,1,0
4457,0,1,0,0,1,0
4459,0,1,0,0,1,0
4462,1,0,0,0,0,1
4471,0,1,1,0,0,0
4477,0,1,0,0,0,1
4478,0,1,0,0,0,1
4480,1,0,0,0,1,0
4481,0,1,0,0,0,1
4483,0,1,0,0,1,0
4487,0,1,0,0,1,0
4488,1,0,0,1,0,0
4491,0,1,0,0,0,1
4493,0,1,0,0,1,0
4497,1,0,0,0,0,1
4498,1,0,0,1,0,0
4501,0,1,0,0,0,1
4502,0,1,0,1,0,0
4503,0,1,0,0,0,1
4505,1,0,0,1,0,0
4506,1,0,0,0,1,0
4508,1,0,0,0,0,1
4517,1,0,0,0,1,0
4520,1,0,0,0,1,0
4521,1,0,0,0,1,0
4522,1,0,0,0,1,0
4524,1,0,0,0,0,1
4525,1,0,0,0,0,1
4532,1,0,0,0,0,1
4534,1,0,0,0,0,1
4535,0,1,0,0,1,0
4538,1,0,0,0,0,1
4541,0,1,0,0,1,0
4542,1,0,0,0,1,0
4543,1,0,0,0,1,0
4544,1,0,0,0,1,0
4549,1,0,0,1,0,0
4552,0,1,0,0,1,0
4553,0,1,1,0,0,0
4563,0,1,0,0,0,1
4564,0,1,0,0,1,0
4565,1,0,0,0,1,0
4566,1,0,0,0,1,0
4568,0,1,0,0,1,0
4569,1,0,0,0,1,0
4570,1,0,0,0,1,0
4578,0,1,0,0,1,0
4579,0,1,0,0,0,1
4587,1,0,0,0,1,0
4588,0,1,0,0,1,0
4591,0,1,0,0,0,1
4592,0,1,0,1,0,0
4594,0,1,0,0,1,0
4595,1,0,0,0,1,0
4596,0,1,0,0,0,1
4597,0,1,0,0,0,1
4599,1,0,0,0,1,0
4600,0,1,1,0,0,0
4601,0,1,0,0,1,0
4604,0,1,0,0,1,0
4608,0,1,0,0,1,0
4610,0,1,0,0,1,0
4614,0,1,0,0,1,0
4615,0,1,0,0,1,0
4617,0,1,0,0,1,0
4621,0,1,0,0,0,1
4625,1,0,0,0,1,0
4627,0,1,0,0,0,1
4628,0,1,0,0,1,0
4629,0,1,0,0,0,1
4634,1,0,0,1,0,0
4635,0,1,0,0,1,0
4636,0,1,0,1,0,0
4637,1,0,0,0,0,1
4638,0,1,0,0,1,0
4639,1,0,0,0,1,0
4643,1,0,0,0,1,0
4647,0,1,0,0,0,1
4650,0,1,0,0,0,1
4652,1,0,0,0,0,1
4653,1,0,0,1,0,0
4654,0,1,0,0,1,0
4656,0,1,0,0,1,0
4658,1,0,0,1,0,0
4660,0,1,0,0,0,1
4663,0,1,0,0,1,0
4664,0,1,0,1,0,0
4665,1,0,0,1,0,0
4666,1,0,0,0,0,1
4667,0,1,0,0,0,1
4670,0,1,0,0,0,1
4672,0,1,0,1,0,0
4674,1,0,0,0,1,0
4678,0,1,0,0,1,0
4681,0,1,0,0,1,0
4684,0,1,0,0,1,0
4686,0,1,0,0,0,1
4688,0,1,0,0,0,1
4690,0,1,0,0,0,1
4692,0,1,0,1,0,0
4693,0,1,0,0,1,0
4694,1,0,0,0,1,0
4695,0,1,0,0,1,0
4698,0,1,0,0,0,1
4700,0,1,0,0,1,0
4701,1,0,0,1,0,0
4703,0,1,0,0,0,1
4704,1,0,0,0,1,0
4705,1,0,0,1,0,0
4707,0,1,0,0,1,0
4709,0,1,0,0,1,0
4712,0,1,0,0,1,0
4717,0,1,0,0,1,0
4718,0,1,0,1,0,0
4720,0,1,0,0,1,0
4724,0,1,0,0,1,0
4725,0,1,0,0,1,0
4728,0,1,0,0,1,0
4730,0,1,0,1,0,0
4731,0,1,0,0,0,1
4737,1,0,0,0,1,0
4740,1,0,0,1,0,0
4742,0,1,0,1,0,0
4745,0,1,0,0,0,1
4746,0,1,0,0,0,1
4747,1,0,0,0,1,0
4750,0,1,0,0,0,1
4751,1,0,0,1,0,0
4753,0,1,0,1,0,0
4757,1,0,0,0,0,1
4759,0,1,0,0,0,1
4762,0,1,0,0,0,1
4763,0,1,0,0,0,1
4764,0,1,0,1,0,0
4765,1,0,0,0,1,0
4767,0,1,0,0,0,1
4768,0,1,0,1,0,0
4770,0,1,0,0,1,0
4773,0,1,0,0,1,0
4774,0,1,0,1,0,0
4779,0,1,0,0,0,1
4783,0,1,0,0,1,0
4784,0,1,0,0,0,1
4787,0,1,0,0,1,0
4788,0,1,0,0,1,0
4789,0,1,0,1,0,0
4790,0,1,0,0,0,1
4791,0,1,0,0,0,1
4793,1,0,0,0,1,0
4795,0,1,0,0,0,1
4797,0,1,0,0,1,0
4798,0,1,0,1,0,0
4799,0,1,0,0,0,1
4801,0,1,0,0,1,0
4807,0,1,0,0,0,1
4813,1,0,0,0,1,0
4818,0,1,0,0,1,0
4819,0,1,0,0,1,0
4820,1,0,0,0,1,0
4822,0,1,0,0,0,1
4825,0,1,0,0,1,0
4827,0,1,1,0,0,0
4828,0,1,0,1,0,0
4829,0,1,0,1,0,0
4830,0,1,0,0,1,0
4831,0,1,0,0,1,0
4834,1,0,0,0,0,1
4835,1,0,0,0,1,0
4836,1,0,0,0,0,1
4837,0,1,0,0,0,1
4838,0,1,0,0,1,0
4840,1,0,0,0,0,1
4841,0,1,0,0,1,0
4843,1,0,0,0,0,1
4846,0,1,0,1,0,0
4847,1,0,0,0,0,1
4848,1,0,0,0,0,1
4849,1,0,0,1,0,0
4856,0,1,0,0,1,0
4858,1,0,0,0,1,0
4863,0,1,0,1,0,0
4864,0,1,0,1,0,0
4865,0,1,0,0,1,0
4867,0,1,0,0,1,0
4868,0,1,0,0,0,1
4869,0,1,0,0,1,0
4870,0,1,0,0,0,1
4871,0,1,0,0,0,1
4872,0,1,0,0,0,1
4873,0,1,0,0,1,0
4876,1,0,0,0,0,1
4877,0,1,0,1,0,0
4878,1,0,0,0,1,0
4881,0,1,0,0,1,0
4882,0,1,0,0,0,1
4884,0,1,0,1,0,0
4885,0,1,0,0,0,1
4886,1,0,0,0,1,0
4888,0,1,0,0,1,0
4891,0,1,0,0,0,1
4892,0,1,0,1,0,0
4893,1,0,0,0,1,0
4896,0,1,0,0,0,1
4897,1,0,0,0,0,1
4899,0,1,0,0,0,1
4900,0,1,0,1,0,0
4902,1,0,0,0,0,1
4903,1,0,0,0,0,1
4905,0,1,0,1,0,0
4907,0,1,0,0,1,0
4909,1,0,0,0,0,1
4911,0,1,0,0,1,0
4915,0,1,0,0,1,0
4918,0,1,0,0,1,0
4921,0,1,1,0,0,0
4922,0,1,0,0,1,0
4925,1,0,0,0,0,1
4927,0,1,0,0,1,0
4929,0,1,0,0,1,0
4932,1,0,0,0,1,0
4937,0,1,0,0,0,1
4940,0,1,0,0,0,1
4942,0,1,0,0,1,0
4943,1,0,0,0,1,0
4944,1,0,0,0,1,0
4946,0,1,0,1,0,0
4950,0,1,0,0,0,1
4955,0,1,0,0,0,1
4957,1,0,1,0,0,0
4958,0,1,0,0,1,0
4961,0,1,0,0,1,0
4962,1,0,0,0,0,1
4964,0,1,0,1,0,0
4965,0,1,0,0,0,1
4968,1,0,0,0,0,1
4969,0,1,0,0,1,0
4970,0,1,0,0,1,0
4971,0,1,0,0,0,1
4973,0,1,0,0,0,1
4977,0,1,0,0,1,0
4984,1,0,0,1,0,0
4991,1,0,0,0,1,0
4992,1,0,0,0,0,1
4997,0,1,0,0,0,1
4999,1,0,0,0,1,0
5000,0,1,0,0,1,0
5001,0,1,0,0,1,0
5003,0,1,0,0,1,0
5004,0,1,0,1,0,0
5006,1,0,0,1,0,0
5007,0,1,0,0,0,1
5008,1,0,0,0,0,1
5009,0,1,0,0,0,1
5012,0,1,0,0,0,1
5013,0,1,0,0,1,0
5015,0,1,0,0,1,0
5018,0,1,0,0,0,1
5022,1,0,0,0,1,0
5024,0,1,0,0,1,0
5027,0,1,0,0,1,0
5028,0,1,0,0,0,1
5029,0,1,0,0,1,0
5040,0,1,0,1,0,0
5043,0,1,0,0,0,1
5046,0,1,0,0,0,1
5047,1,0,0,0,0,1
5048,0,1,0,0,1,0
5049,0,1,0,1,0,0
5050,0,1,0,0,1,0
5052,0,1,0,0,1,0
5053,0,1,0,0,1,0
5054,0,1,0,1,0,0
5056,0,1,0,0,1,0
5058,0,1,0,1,0,0
5059,0,1,0,0,1,0
5063,0,1,0,0,1,0
5065,1,0,0,1,0,0
5067,1,0,0,0,0,1
5068,0,1,0,0,1,0
5069,1,0,0,1,0,0
5077,0,1,0,0,0,1
5078,0,1,0,0,1,0
5082,0,1,0,0,1,0
5083,0,1,0,0,1,0
5089,1,0,0,0,0,1
5091,0,1,0,1,0,0
5100,0,1,0,0,1,0
5101,0,1,0,0,0,1
5102,0,1,1,0,0,0
5104,1,0,0,1,0,0
5112,0,1,0,0,1,0
5115,0,1,0,0,1,0
5117,1,0,0,0,0,1
5118,1,0,0,0,1,0
5120,0,1,0,0,1,0
5121,0,1,0,0,1,0
5125,1,0,0,0,0,1
5129,0,1,0,1,0,0
5130,1,0,0,1,0,0
5134,1,0,0,0,1,0
5135,0,1,0,0,1,0
5137,1,0,0,0,0,1
5141,1,0,0,1,0,0
5143,1,0,0,0,0,1
5144,0,1,0,0,1,0
5146,1,0,0,0,0,1
5147,1,0,0,1,0,0
5148,0,1,0,0,1,0
5151,1,0,0,1,0,0
5154,0,1,0,0,0,1
5156,1,0,0,1,0,0
5158,0,1,0,0,1,0
5159,1,0,0,0,1,0
5163,0,1,0,0,1,0
5164,1,0,0,0,1,0
5168,1,0,0,0,0,1
5170,0,1,0,0,0,1
5171,0,1,0,0,0,1
5173,1,0,0,0,1,0
5177,0,1,0,1,0,0
5178,1,0,0,1,0,0
5179,0,1,0,1,0,0
5189,0,1,0,0,0,1
5191,1,0,0,0,1,0
5192,1,0,0,1,0,0
5197,0,1,0,0,1,0
5198,1,0,0,0,0,1
5199,0,1,0,0,1,0
5200,1,0,0,1,0,0
5203,1,0,0,0,0,1
5206,0,1,0,0,0,1
5208,1,0,0,0,0,1
5212,1,0,0,0,0,1
5216,1,0,0,1,0,0
5218,1,0,0,1,0,0
5220,1,0,0,0,1,0
5222,1,0,0,0,1,0
5223,0,1,0,1,0,0
5225,1,0,0,0,1,0
5229,1,0,0,1,0,0
5231,0,1,0,0,1,0
5232,1,0,0,0,0,1
5239,0,1,0,1,0,0
5240,0,1,0,1,0,0
5243,1,0,0,0,1,0
5244,1,0,0,0,1,0
5248,1,0,0,1,0,0
5253,0,1,0,0,1,0
5256,0,1,0,0,0,1
5260,0,1,0,0,0,1
5262,1,0,0,0,0,1
5263,1,0,0,1,0,0
5264,0,1,0,1,0,0
5266,0,1,0,0,1,0
5272,1,0,0,0,0,1
5273,1,0,0,1,0,0
5274,0,1,0,0,1,0
5277,1,0,0,0,0,1
5279,1,0,0,1,0,0
5284,1,0,0,0,1,0
5286,1,0,0,0,1,0
5287,0,1,0,0,1,0
5289,0,1,0,1,0,0
5293,0,1,0,0,1,0
5294,0,1,0,0,0,1
5296,0,1,0,0,1,0
5298,1,0,0,0,0,1
5299,0,1,0,0,0,1
5300,1,0,0,0,1,0
5304,0,1,0,0,0,1
5305,0,1,0,0,1,0
5308,1,0,0,0,1,0
5310,0,1,0,0,1,0
5313,1,0,0,0,1,0
5316,1,0,0,0,1,0
5317,1,0,0,0,0,1
5324,0,1,0,1,0,0
5326,0,1,0,0,1,0
5330,0,1,0,0,1,0
5332,1,0,0,0,0,1
5334,1,0,0,0,1,0
5335,0,1,0,0,1,0
5346,1,0,0,0,1,0
5349,1,0,0,0,1,0
5351,0,1,0,0,1,0
5353,0,1,0,0,0,1
5355,0,1,0,0,0,1
5361,1,0,0,1,0,0
5362,1,0,0,1,0,0
5364,1,0,0,1,0,0
5367,0,1,0,0,0,1
5368,0,1,1,0,0,0
5369,1,0,0,1,0,0
5370,0,1,0,0,0,1
5373,1,0,0,0,0,1
5375,0,1,0,0,0,1
5378,1,0,0,0,0,1
5379,1,0,0,0,1,0
5384,1,0,0,0,0,1
5386,0,1,0,0,1,0
5388,1,0,0,0,1,0
5392,0,1,0,0,0,1
5393,1,0,0,0,1,0
5398,1,0,0,0,0,1
5400,0,1,0,0,1,0
5401,0,1,0,0,1,0
5403,0,1,0,0,0,1
5405,0,1,0,0,0,1
5406,0,1,0,1,0,0
5408,0,1,0,0,1,0
5413,0,1,0,1,0,0
5417,0,1,0,0,1,0
5418,0,1,0,0,0,1
5421,0,1,0,1,0,0
5422,1,0,0,0,0,1
5424,0,1,0,0,1,0
5427,1,0,0,0,0,1
5431,1,0,0,0,0,1
5433,0,1,0,1,0,0
5437,1,0,0,0,1,0
5440,0,1,0,0,1,0
5441,0,1,0,0,0,1
5442,0,1,0,0,0,1
5444,0,1,0,0,0,1
5445,0,1,0,1,0,0
5447,0,1,0,0,0,1
5448,1,0,0,1,0,0
5449,1,0,0,0,0,1
5450,0,1,0,1,0,0
5453,1,0,0,0,1,0
5454,1,0,0,0,1,0
5455,0,1,0,0,1,0
5456,1,0,0,0,0,1
5459,1,0,0,0,0,1
5461,1,0,0,0,0,1
5463,1,0,0,0,1,0
5466,0,1,0,0,1,0
5467,1,0,0,0,0,1
5470,0,1,0,0,0,1
5475,0,1,0,0,0,1
5476,0,1,0,0,1,0
5481,0,1,0,0,0,1
5482,0,1,0,0,0,1
5484,0,1,0,0,1,0
5485,0,1,0,0,1,0
5488,0,1,0,0,1,0
5489,0,1,1,0,0,0
5497,0,1,0,1,0,0
5499,0,1,0,0,0,1
5501,1,0,0,0,0,1
5502,0,1,1,0,0,0
5504,1,0,0,1,0,0
5506,1,0,0,0,1,0
5509,0,1,0,0,0,1
5510,0,1,0,0,0,1
5511,1,0,0,0,1,0
5513,0,1,0,0,0,1
5514,0,1,0,0,1,0
5515,1,0,0,1,0,0
5516,0,1,0,0,1,0
5517,0,1,0,0,1,0
5518,0,1,0,0,0,1
5519,1,0,0,0,0,1
5527,0,1,0,0,0,1
5528,0,1,0,0,0,1
5531,0,1,0,0,1,0
5533,0,1,0,0,1,0
5536,1,0,0,0,0,1
5540,0,1,0,0,0,1
5541,1,0,0,1,0,0
5542,1,0,0,0,1,0
5543,0,1,0,0,1,0
5544,0,1,0,0,1,0
5547,1,0,0,0,1,0
5548,0,1,0,0,0,1
5549,1,0,0,0,0,1
5550,0,1,0,0,1,0
5552,0,1,0,1,0,0
5554,1,0,1,0,0,0
5555,1,0,0,1,0,0
5558,1,0,0,0,1,0
5559,0,1,0,0,0,1
5561,1,0,0,0,1,0
5562,1,0,0,0,0,1
5564,0,1,0,0,1,0
5567,0,1,0,1,0,0
5568,0,1,0,0,1,0
5569,0,1,0,0,1,0
5570,1,0,0,0,0,1
5575,0,1,0,0,0,1
5577,1,0,0,0,0,1
5578,0,1,0,0,1,0
5579,1,0,0,0,1,0
5583,0,1,0,0,0,1
5584,0,1,0,0,1,0
5585,1,0,0,0,0,1
5586,0,1,0,0,0,1
5587,1,0,0,0,0,1
5591,0,1,0,0,0,1
5592,1,0,0,0,1,0
5600,0,1,0,0,1,0
5602,1,0,0,0,1,0
5603,0,1,0,0,1,0
5606,0,1,0,0,1,0
5608,0,1,0,1,0,0
5611,0,1,0,0,1,0
5615,1,0,0,0,0,1
